ID;Item;Item Level;Classes;Category;Bind;Version
71850;Reckless Lava Coral;85;None;Orange Gems;Binds when picked up;Normal
65003;Reclaimed Ashkandi, Greatsword of the Brotherhood;372;None;Two-Handed Swords;Binds when picked up;Heroic
63679;Reclaimed Ashkandi, Greatsword of the Brotherhood;359;None;Two-Handed Swords;Binds when picked up;Normal
69584;Recovered Cloak of Frostheim;353;None;Back;Binds when picked up;Normal
78006;Reflection of the Light;410;None;Trinket;Binds when picked up;Heroic
77115;Reflection of the Light;397;None;Trinket;Binds when picked up;Normal
77986;Reflection of the Light;384;None;Trinket;Binds when picked up;LFR
70080;Reforged Heartless;353;None;One-Handed Swords;Binds when picked up;Normal
69592;Reforged Trollbane;353;None;Two-Handed Axes;Binds when picked up;Normal
71835;Regal Elven Peridot;85;None;Green Gems;Binds when picked up;Normal
59359;Reinforced Bio-Optic Killshades;359;None;Plate Head;Binds when picked up;Normal
65214;Reinforced Sapphirium Battleplate;372;Paladin;Plate Chest;Binds when picked up;Heroic
60344;Reinforced Sapphirium Battleplate;359;Paladin;Plate Chest;Binds when picked up;Normal
65219;Reinforced Sapphirium Breastplate;372;Paladin;Plate Chest;Binds when picked up;Heroic
60360;Reinforced Sapphirium Breastplate;359;Paladin;Plate Chest;Binds when picked up;Normal
65224;Reinforced Sapphirium Chestguard;372;Paladin;Plate Chest;Binds when picked up;Heroic
60354;Reinforced Sapphirium Chestguard;359;Paladin;Plate Chest;Binds when picked up;Normal
65226;Reinforced Sapphirium Faceguard;372;Paladin;Plate Head;Binds when picked up;Heroic
60356;Reinforced Sapphirium Faceguard;359;Paladin;Plate Head;Binds when picked up;Normal
65215;Reinforced Sapphirium Gauntlets;372;Paladin;Plate Hands;Binds when picked up;Heroic
60345;Reinforced Sapphirium Gauntlets;359;Paladin;Plate Hands;Binds when picked up;Normal
65220;Reinforced Sapphirium Gloves;372;Paladin;Plate Hands;Binds when picked up;Heroic
60363;Reinforced Sapphirium Gloves;359;Paladin;Plate Hands;Binds when picked up;Normal
65222;Reinforced Sapphirium Greaves;372;Paladin;Plate Legs;Binds when picked up;Heroic
60361;Reinforced Sapphirium Greaves;359;Paladin;Plate Legs;Binds when picked up;Normal
65225;Reinforced Sapphirium Handguards;372;Paladin;Plate Hands;Binds when picked up;Heroic
60355;Reinforced Sapphirium Handguards;359;Paladin;Plate Hands;Binds when picked up;Normal
65221;Reinforced Sapphirium Headguard;372;Paladin;Plate Head;Binds when picked up;Heroic
60359;Reinforced Sapphirium Headguard;359;Paladin;Plate Head;Binds when picked up;Normal
65216;Reinforced Sapphirium Helmet;372;Paladin;Plate Head;Binds when picked up;Heroic
60346;Reinforced Sapphirium Helmet;359;Paladin;Plate Head;Binds when picked up;Normal
65227;Reinforced Sapphirium Legguards;372;Paladin;Plate Legs;Binds when picked up;Heroic
60357;Reinforced Sapphirium Legguards;359;Paladin;Plate Legs;Binds when picked up;Normal
65217;Reinforced Sapphirium Legplates;372;Paladin;Plate Legs;Binds when picked up;Heroic
60347;Reinforced Sapphirium Legplates;359;Paladin;Plate Legs;Binds when picked up;Normal
65223;Reinforced Sapphirium Mantle;372;Paladin;Plate Shoulder;Binds when picked up;Heroic
60362;Reinforced Sapphirium Mantle;359;Paladin;Plate Shoulder;Binds when picked up;Normal
65218;Reinforced Sapphirium Pauldrons;372;Paladin;Plate Shoulder;Binds when picked up;Heroic
60348;Reinforced Sapphirium Pauldrons;359;Paladin;Plate Shoulder;Binds when picked up;Normal
65228;Reinforced Sapphirium Shoulderguards;372;Paladin;Plate Shoulder;Binds when picked up;Heroic
60358;Reinforced Sapphirium Shoulderguards;359;Paladin;Plate Shoulder;Binds when picked up;Normal
67151;Reins of Poseidus;80;None;Plate None;Binds when picked up;Normal
77067;Reins of the Blazing Drake;85;None;Mount Items;Binds when picked up;Normal
63044;Reins of the Brown Riding Camel;40;None;Mount Items;Binds when picked up;Normal
63125;Reins of the Dark Phoenix;70;None;None;Binds when picked up;Normal
62901;Reins of the Drake of the East Wind;70;None;Mount Items;Binds when picked up;Normal
63040;Reins of the Drake of the North Wind;70;None;Mount Items;Binds when picked up;Normal
63041;Reins of the Drake of the South Wind;70;None;Mount Items;Binds when picked up;Normal
63039;Reins of the Drake of the West Wind;70;None;Mount Items;Binds when picked up;Normal
65356;Reins of the Drake of the West Wind;70;None;Mount Items;Binds when picked up;Normal
62298;Reins of the Golden King;20;None;None;Binds when picked up;Normal
63046;Reins of the Grey Riding Camel;40;None;Mount Items;Binds when picked up;Normal
67107;Reins of the Kor'kron Annihilator;20;None;None;Binds when picked up;Normal
63042;Reins of the Phosphorescent Stone Drake;70;None;Mount Items;Binds when picked up;Normal
64998;Reins of the Spectral Steed;70;None;Mount Items;Binds when picked up;Normal
64999;Reins of the Spectral Wolf;70;None;Mount Items;Binds when picked up;Normal
63045;Reins of the Tan Riding Camel;40;None;Mount Items;Binds when picked up;Normal
77068;Reins of the Twilight Harbinger;85;None;Mount Items;Binds when picked up;Normal
63043;Reins of the Vitreous Stone Drake;70;None;Mount Items;Binds when picked up;Normal
62900;Reins of the Volcanic Stone Drake;70;None;Mount Items;Binds when picked up;Normal
62392;Relentless Gladiator's Claymore (Silver);1;None;Two-Handed Swords;Binds when picked up;Normal
64674;Relic of Aggramar;359;None;Relic;Binds when picked up;Normal
70111;Relic of Elune's Light;365;None;Relic;Binds when picked up;Normal
70109;Relic of Elune's Shadow;365;None;Relic;Binds when picked up;Normal
64673;Relic of Eonar;359;None;Relic;Binds when picked up;Normal
64671;Relic of Golganneth;359;None;Relic;Binds when picked up;Normal
64676;Relic of Khaz'goroth;359;None;Relic;Binds when picked up;Normal
70125;Relic of Lo'Gosh;365;None;Relic;Binds when picked up;Normal
64672;Relic of Norgannon;359;None;Relic;Binds when picked up;Normal
70128;Relic of Tortolla;365;None;Relic;Binds when picked up;Normal
71147;Relic of the Elemental Lords;378;None;Relic;Binds when picked up;Normal
69639;Renataki's Soul Slicer;353;None;One-Handed Swords;Binds when picked up;Normal
71987;Rended Earth Leggings;397;None;Mail Legs;Binds when picked up;Normal
69210;Renowned Guild Tabard;1;None;Tabard;Binds when picked up;Normal
78279;Replica Beastmaster's Boots;60;None;Mail Feet;Binds when picked up;Normal
78284;Replica Beastmaster's Cap;60;None;Mail Head;Binds when picked up;Normal
78278;Replica Beastmaster's Gloves;60;None;Mail Hands;Binds when picked up;Normal
78282;Replica Beastmaster's Tunic;60;None;Mail Chest;Binds when picked up;Normal
78326;Replica Boots of Heroism;60;None;Plate Feet;Binds when picked up;Normal
78298;Replica Boots of The Five Thunders;60;None;Mail Feet;Binds when picked up;Normal
78328;Replica Breastplate of Heroism;60;None;Plate Chest;Binds when picked up;Normal
78294;Replica Coif of The Five Thunders;60;None;Mail Head;Binds when picked up;Normal
78262;Replica Darkmantle Boots;60;None;Leather Feet;Binds when picked up;Normal
78263;Replica Darkmantle Cap;60;None;Leather Head;Binds when picked up;Normal
78266;Replica Darkmantle Gloves;60;None;Leather Hands;Binds when picked up;Normal
78269;Replica Darkmantle Tunic;60;None;Leather Chest;Binds when picked up;Normal
78230;Replica Deathmist Mask;60;None;Cloth Head;Binds when picked up;Normal
78237;Replica Deathmist Robe;60;None;Cloth Chest;Binds when picked up;Normal
78235;Replica Deathmist Sandals;60;None;Cloth Feet;Binds when picked up;Normal
78236;Replica Deathmist Wraps;60;None;Cloth Hands;Binds when picked up;Normal
78251;Replica Feralheart Boots;60;None;Leather Feet;Binds when picked up;Normal
78249;Replica Feralheart Cowl;60;None;Leather Head;Binds when picked up;Normal
78248;Replica Feralheart Gloves;60;None;Leather Hands;Binds when picked up;Normal
78252;Replica Feralheart Vest;60;None;Leather Chest;Binds when picked up;Normal
77674;Replica Field Marshal's Chain Breastplate;74;Hunter;Mail Chest;Binds when picked up;Normal
77676;Replica Field Marshal's Chain Helm;74;Hunter;Mail Head;Binds when picked up;Normal
77673;Replica Field Marshal's Chain Spaulders;74;Hunter;Mail Shoulder;Binds when picked up;Normal
77710;Replica Field Marshal's Coronal;74;Warlock;Cloth Head;Binds when picked up;Normal
77682;Replica Field Marshal's Coronet;74;Mage;Cloth Head;Binds when picked up;Normal
77670;Replica Field Marshal's Dragonhide Breastplate;74;Druid;Leather Chest;Binds when picked up;Normal
77671;Replica Field Marshal's Dragonhide Helmet;74;Druid;Leather Head;Binds when picked up;Normal
77667;Replica Field Marshal's Dragonhide Spaulders;74;Druid;Leather Shoulder;Binds when picked up;Normal
77712;Replica Field Marshal's Dreadweave Robe;74;Warlock;Cloth Chest;Binds when picked up;Normal
77709;Replica Field Marshal's Dreadweave Shoulders;74;Warlock;Cloth Shoulder;Binds when picked up;Normal
77695;Replica Field Marshal's Headdress;74;Priest;Cloth Head;Binds when picked up;Normal
77687;Replica Field Marshal's Lamellar Chestplate;74;Paladin;Plate Chest;Binds when picked up;Normal
77688;Replica Field Marshal's Lamellar Faceguard;74;Paladin;Plate Head;Binds when picked up;Normal
77689;Replica Field Marshal's Lamellar Pauldrons;74;Paladin;Plate Shoulder;Binds when picked up;Normal
77701;Replica Field Marshal's Leather Chestpiece;74;Rogue;Leather Chest;Binds when picked up;Normal
77697;Replica Field Marshal's Leather Epaulets;74;Rogue;Leather Shoulder;Binds when picked up;Normal
77700;Replica Field Marshal's Leather Mask;74;Rogue;Leather Head;Binds when picked up;Normal
77707;Replica Field Marshal's Mail Armor;74;Shaman;Mail Chest;Binds when picked up;Normal
77704;Replica Field Marshal's Mail Helm;74;Shaman;Mail Head;Binds when picked up;Normal
77705;Replica Field Marshal's Mail Spaulders;74;Shaman;Mail Shoulder;Binds when picked up;Normal
77714;Replica Field Marshal's Plate Armor;74;Warrior;Plate Chest;Binds when picked up;Normal
77715;Replica Field Marshal's Plate Helm;74;Warrior;Plate Head;Binds when picked up;Normal
77718;Replica Field Marshal's Plate Shoulderguards;74;Warrior;Plate Shoulder;Binds when picked up;Normal
77692;Replica Field Marshal's Satin Mantle;74;Priest;Cloth Shoulder;Binds when picked up;Normal
77694;Replica Field Marshal's Satin Vestments;74;Priest;Cloth Chest;Binds when picked up;Normal
77679;Replica Field Marshal's Silk Spaulders;74;Mage;Cloth Shoulder;Binds when picked up;Normal
77678;Replica Field Marshal's Silk Vestments;74;Mage;Cloth Chest;Binds when picked up;Normal
78329;Replica Gauntlets of Heroism;60;None;Plate Hands;Binds when picked up;Normal
78295;Replica Gauntlets of The Five Thunders;60;None;Mail Hands;Binds when picked up;Normal
77884;Replica General's Chain Boots;71;Hunter;Mail Feet;Binds when picked up;Normal
77885;Replica General's Chain Gloves;71;Hunter;Mail Hands;Binds when picked up;Normal
77881;Replica General's Chain Legguards;71;Hunter;Mail Legs;Binds when picked up;Normal
77875;Replica General's Dragonhide Boots;71;Druid;Leather Feet;Binds when picked up;Normal
77879;Replica General's Dragonhide Gloves;71;Druid;Leather Hands;Binds when picked up;Normal
77877;Replica General's Dragonhide Leggings;71;Druid;Leather Legs;Binds when picked up;Normal
77918;Replica General's Dreadweave Boots;71;Warlock;Cloth Feet;Binds when picked up;Normal
77916;Replica General's Dreadweave Gloves;71;Warlock;Cloth Hands;Binds when picked up;Normal
77921;Replica General's Dreadweave Pants;71;Warlock;Cloth Legs;Binds when picked up;Normal
77893;Replica General's Lamellar Boots;71;Paladin;Plate Feet;Binds when picked up;Normal
77895;Replica General's Lamellar Gloves;71;Paladin;Plate Hands;Binds when picked up;Normal
77896;Replica General's Lamellar Legplates;71;Paladin;Plate Legs;Binds when picked up;Normal
77906;Replica General's Leather Legguards;71;Rogue;Leather Legs;Binds when picked up;Normal
77905;Replica General's Leather Mitts;71;Rogue;Leather Hands;Binds when picked up;Normal
77904;Replica General's Leather Treads;71;Rogue;Leather Feet;Binds when picked up;Normal
77911;Replica General's Mail Boots;71;Shaman;Mail Feet;Binds when picked up;Normal
77912;Replica General's Mail Gauntlets;71;Shaman;Mail Hands;Binds when picked up;Normal
77915;Replica General's Mail Leggings;71;Shaman;Mail Legs;Binds when picked up;Normal
77922;Replica General's Plate Boots;71;Warrior;Plate Feet;Binds when picked up;Normal
77925;Replica General's Plate Gauntlets;71;Warrior;Plate Hands;Binds when picked up;Normal
77926;Replica General's Plate Leggings;71;Warrior;Plate Legs;Binds when picked up;Normal
77903;Replica General's Satin Boots;71;Priest;Cloth Feet;Binds when picked up;Normal
77898;Replica General's Satin Gloves;71;Priest;Cloth Hands;Binds when picked up;Normal
77902;Replica General's Satin Leggings;71;Priest;Cloth Legs;Binds when picked up;Normal
77888;Replica General's Silk Boots;71;Mage;Cloth Feet;Binds when picked up;Normal
77887;Replica General's Silk Handguards;71;Mage;Cloth Hands;Binds when picked up;Normal
77891;Replica General's Silk Trousers;71;Mage;Cloth Legs;Binds when picked up;Normal
77596;Replica Grand Marshal's Aegis;78;None;Off Hand;Binds when picked up;Normal
77563;Replica Grand Marshal's Battle Hammer;78;None;Two-Handed Maces;Binds when picked up;Normal
77565;Replica Grand Marshal's Bullseye;78;None;Bows;Binds when picked up;Normal
77560;Replica Grand Marshal's Claymore;78;None;Two-Handed Swords;Binds when picked up;Normal
77549;Replica Grand Marshal's Demolisher;78;None;Two-Handed Maces;Binds when picked up;Normal
77551;Replica Grand Marshal's Dirk;78;None;Daggers;Binds when picked up;Normal
77564;Replica Grand Marshal's Glaive;78;None;Polearms;Binds when picked up;Normal
77555;Replica Grand Marshal's Hand Cannon;78;None;Guns;Binds when picked up;Normal
77562;Replica Grand Marshal's Handaxe;78;None;One-Handed Axes;Binds when picked up;Normal
77559;Replica Grand Marshal's Left Hand Blade;78;None;Fist Weapons;Binds when picked up;Normal
77561;Replica Grand Marshal's Longsword;78;None;One-Handed Swords;Binds when picked up;Normal
77552;Replica Grand Marshal's Mageblade;78;None;Daggers;Binds when picked up;Normal
77558;Replica Grand Marshal's Punisher;78;None;One-Handed Maces;Binds when picked up;Normal
77566;Replica Grand Marshal's Repeater;78;None;Crossbows;Binds when picked up;Normal
77557;Replica Grand Marshal's Right Hand Blade;78;None;Fist Weapons;Binds when picked up;Normal
77556;Replica Grand Marshal's Stave;78;None;Staves;Binds when picked up;Normal
77554;Replica Grand Marshal's Sunderer;78;None;Two-Handed Axes;Binds when picked up;Normal
77550;Replica Grand Marshal's Swiftblade;78;None;One-Handed Swords;Binds when picked up;Normal
77595;Replica Grand Marshal's Tome of Power;78;None;Held In Off-hand;Binds when picked up;Normal
77594;Replica Grand Marshal's Tome of Restoration;78;None;Held In Off-hand;Binds when picked up;Normal
77553;Replica Grand Marshal's Warhammer;78;None;One-Handed Maces;Binds when picked up;Normal
78330;Replica Helm of Heroism;60;None;Plate Head;Binds when picked up;Normal
77574;Replica High Warlord's Battle Axe;78;None;Two-Handed Axes;Binds when picked up;Normal
77567;Replica High Warlord's Battle Mace;78;None;One-Handed Maces;Binds when picked up;Normal
77570;Replica High Warlord's Battle Mace;78;None;One-Handed Maces;Binds when picked up;Normal
77582;Replica High Warlord's Blade;78;None;One-Handed Swords;Binds when picked up;Normal
77584;Replica High Warlord's Bludgeon;78;None;One-Handed Maces;Binds when picked up;Normal
77580;Replica High Warlord's Cleaver;78;None;One-Handed Axes;Binds when picked up;Normal
77585;Replica High Warlord's Crossbow;78;None;Crossbows;Binds when picked up;Normal
77571;Replica High Warlord's Destroyer;78;None;Two-Handed Maces;Binds when picked up;Normal
77587;Replica High Warlord's Destroyer;78;None;Two-Handed Maces;Binds when picked up;Normal
77577;Replica High Warlord's Greatsword;78;None;Two-Handed Swords;Binds when picked up;Normal
77583;Replica High Warlord's Left Claw;78;None;Fist Weapons;Binds when picked up;Normal
77572;Replica High Warlord's Pig Sticker;78;None;Polearms;Binds when picked up;Normal
77573;Replica High Warlord's Pulverizer;78;None;Two-Handed Maces;Binds when picked up;Normal
77569;Replica High Warlord's Quickblade;78;None;One-Handed Swords;Binds when picked up;Normal
77588;Replica High Warlord's Quickblade;78;None;One-Handed Swords;Binds when picked up;Normal
77576;Replica High Warlord's Razor;78;None;Daggers;Binds when picked up;Normal
77578;Replica High Warlord's Recurve;78;None;Bows;Binds when picked up;Normal
77575;Replica High Warlord's Right Claw;78;None;Fist Weapons;Binds when picked up;Normal
77597;Replica High Warlord's Shield Wall;78;None;Off Hand;Binds when picked up;Normal
77568;Replica High Warlord's Spellblade;78;None;Daggers;Binds when picked up;Normal
77586;Replica High Warlord's Spellblade;78;None;Daggers;Binds when picked up;Normal
77579;Replica High Warlord's Street Sweeper;78;None;Guns;Binds when picked up;Normal
77593;Replica High Warlord's Tome of Destruction;78;None;Held In Off-hand;Binds when picked up;Normal
77592;Replica High Warlord's Tome of Mending;78;None;Held In Off-hand;Binds when picked up;Normal
77581;Replica High Warlord's War Staff;78;None;Staves;Binds when picked up;Normal
77672;Replica Marshal's Chain Boots;71;Hunter;Mail Feet;Binds when picked up;Normal
77677;Replica Marshal's Chain Grips;71;Hunter;Mail Hands;Binds when picked up;Normal
77675;Replica Marshal's Chain Legguards;71;Hunter;Mail Legs;Binds when picked up;Normal
77669;Replica Marshal's Dragonhide Boots;71;Druid;Leather Feet;Binds when picked up;Normal
77666;Replica Marshal's Dragonhide Gauntlets;71;Druid;Leather Hands;Binds when picked up;Normal
77668;Replica Marshal's Dragonhide Legguards;71;Druid;Leather Legs;Binds when picked up;Normal
77708;Replica Marshal's Dreadweave Boots;71;Warlock;Cloth Feet;Binds when picked up;Normal
77713;Replica Marshal's Dreadweave Gloves;71;Warlock;Cloth Hands;Binds when picked up;Normal
77711;Replica Marshal's Dreadweave Leggings;71;Warlock;Cloth Legs;Binds when picked up;Normal
77684;Replica Marshal's Lamellar Boots;71;Paladin;Plate Feet;Binds when picked up;Normal
77685;Replica Marshal's Lamellar Gloves;71;Paladin;Plate Hands;Binds when picked up;Normal
77686;Replica Marshal's Lamellar Legplates;71;Paladin;Plate Legs;Binds when picked up;Normal
77699;Replica Marshal's Leather Footguards;71;Rogue;Leather Feet;Binds when picked up;Normal
77698;Replica Marshal's Leather Handgrips;71;Rogue;Leather Hands;Binds when picked up;Normal
77696;Replica Marshal's Leather Leggings;71;Rogue;Leather Legs;Binds when picked up;Normal
77702;Replica Marshal's Mail Boots;71;Shaman;Mail Feet;Binds when picked up;Normal
77703;Replica Marshal's Mail Gauntlets;71;Shaman;Mail Hands;Binds when picked up;Normal
77706;Replica Marshal's Mail Leggings;71;Shaman;Mail Legs;Binds when picked up;Normal
77719;Replica Marshal's Plate Boots;71;Warrior;Plate Feet;Binds when picked up;Normal
77716;Replica Marshal's Plate Gauntlets;71;Warrior;Plate Hands;Binds when picked up;Normal
77717;Replica Marshal's Plate Legguards;71;Warrior;Plate Legs;Binds when picked up;Normal
77693;Replica Marshal's Satin Gloves;71;Priest;Cloth Hands;Binds when picked up;Normal
77691;Replica Marshal's Satin Pants;71;Priest;Cloth Legs;Binds when picked up;Normal
77690;Replica Marshal's Satin Sandals;71;Priest;Cloth Feet;Binds when picked up;Normal
77683;Replica Marshal's Silk Footwraps;71;Mage;Cloth Feet;Binds when picked up;Normal
77681;Replica Marshal's Silk Gloves;71;Mage;Cloth Hands;Binds when picked up;Normal
77680;Replica Marshal's Silk Leggings;71;Mage;Cloth Legs;Binds when picked up;Normal
78196;Replica Sorcerer's Boots;60;None;Cloth Feet;Binds when picked up;Normal
78198;Replica Sorcerer's Crown;60;None;Cloth Head;Binds when picked up;Normal
78197;Replica Sorcerer's Gloves;60;None;Cloth Hands;Binds when picked up;Normal
78200;Replica Sorcerer's Robes;60;None;Cloth Chest;Binds when picked up;Normal
78310;Replica Soulforge Boots;60;None;Plate Feet;Binds when picked up;Normal
78313;Replica Soulforge Breastplate;60;None;Plate Chest;Binds when picked up;Normal
78314;Replica Soulforge Gauntlets;60;None;Plate Hands;Binds when picked up;Normal
78312;Replica Soulforge Helm;60;None;Plate Head;Binds when picked up;Normal
78300;Replica Vest of The Five Thunders;60;None;Mail Chest;Binds when picked up;Normal
78216;Replica Virtuous Crown;60;None;Cloth Head;Binds when picked up;Normal
78217;Replica Virtuous Gloves;60;None;Cloth Hands;Binds when picked up;Normal
78212;Replica Virtuous Robe;60;None;Cloth Chest;Binds when picked up;Normal
78219;Replica Virtuous Sandals;60;None;Cloth Feet;Binds when picked up;Normal
77882;Replica Warlord's Chain Chestpiece;74;Hunter;Mail Chest;Binds when picked up;Normal
77883;Replica Warlord's Chain Helmet;74;Hunter;Mail Head;Binds when picked up;Normal
77880;Replica Warlord's Chain Shoulders;74;Hunter;Mail Shoulder;Binds when picked up;Normal
77878;Replica Warlord's Dragonhide Epaulets;74;Druid;Leather Shoulder;Binds when picked up;Normal
77876;Replica Warlord's Dragonhide Hauberk;74;Druid;Leather Chest;Binds when picked up;Normal
77874;Replica Warlord's Dragonhide Helmet;74;Druid;Leather Head;Binds when picked up;Normal
77917;Replica Warlord's Dreadweave Hood;74;Warlock;Cloth Head;Binds when picked up;Normal
77920;Replica Warlord's Dreadweave Mantle;74;Warlock;Cloth Shoulder;Binds when picked up;Normal
77919;Replica Warlord's Dreadweave Robe;74;Warlock;Cloth Chest;Binds when picked up;Normal
77892;Replica Warlord's Lamellar Chestplate;74;Paladin;Plate Chest;Binds when picked up;Normal
77894;Replica Warlord's Lamellar Faceguard;74;Paladin;Plate Head;Binds when picked up;Normal
77897;Replica Warlord's Lamellar Pauldrons;74;Paladin;Plate Shoulder;Binds when picked up;Normal
77908;Replica Warlord's Leather Breastplate;74;Rogue;Leather Chest;Binds when picked up;Normal
77909;Replica Warlord's Leather Helm;74;Rogue;Leather Head;Binds when picked up;Normal
77907;Replica Warlord's Leather Spaulders;74;Rogue;Leather Shoulder;Binds when picked up;Normal
77914;Replica Warlord's Mail Armor;74;Shaman;Mail Chest;Binds when picked up;Normal
77913;Replica Warlord's Mail Helm;74;Shaman;Mail Head;Binds when picked up;Normal
77910;Replica Warlord's Mail Spaulders;74;Shaman;Mail Shoulder;Binds when picked up;Normal
77924;Replica Warlord's Plate Armor;74;Warrior;Plate Chest;Binds when picked up;Normal
77927;Replica Warlord's Plate Headpiece;74;Warrior;Plate Head;Binds when picked up;Normal
77923;Replica Warlord's Plate Shoulders;74;Warrior;Plate Shoulder;Binds when picked up;Normal
77900;Replica Warlord's Satin Cowl;74;Priest;Cloth Head;Binds when picked up;Normal
77899;Replica Warlord's Satin Mantle;74;Priest;Cloth Shoulder;Binds when picked up;Normal
77901;Replica Warlord's Satin Robes;74;Priest;Cloth Chest;Binds when picked up;Normal
77890;Replica Warlord's Silk Amice;74;Mage;Cloth Shoulder;Binds when picked up;Normal
77886;Replica Warlord's Silk Cowl;74;Mage;Cloth Head;Binds when picked up;Normal
77889;Replica Warlord's Silk Raiment;74;Mage;Cloth Chest;Binds when picked up;Normal
71845;Resolute Lava Coral;85;None;Orange Gems;Binds when picked up;Normal
77998;Resolve of Undying;416;None;Trinket;Binds when picked up;Heroic
77201;Resolve of Undying;403;None;Trinket;Binds when picked up;Normal
77978;Resolve of Undying;390;None;Trinket;Binds when picked up;LFR
71861;Resplendent Lava Coral;85;None;Orange Gems;Binds when picked up;Normal
77136;Resplendent Lava Coral;85;None;Orange Gems;Binds when picked up;Normal
71865;Retaliating Shadow Spinel;85;None;Purple Gems;Binds when picked up;Normal
70121;Ricket's Gun Show;365;None;Plate Wrist;Binds when picked up;Normal
70144;Ricket's Magnetic Fireball;365;None;Trinket;Binds when picked up;Normal
70120;Rickety Belt;365;None;Plate Waist;Binds when picked up;Normal
52264;Rigid Chimera's Eye;85;None;Blue Gems;Binds when picked up;Normal
71817;Rigid Deepholm Iolite;85;None;Blue Gems;Binds when picked up;Normal
65106;Ring of Rivalry;372;None;Finger;Binds when picked up;Heroic
59518;Ring of Rivalry;359;None;Finger;Binds when picked up;Normal
78520;Ring of Torn Flesh;410;None;Finger;Binds when picked up;Heroic
77110;Ring of Torn Flesh;397;None;Finger;Binds when picked up;Normal
78603;Ring of Torn Flesh;384;None;Finger;Binds when picked up;LFR
58187;Ring of the Battle Anthem;359;None;Finger;Binds when picked up;Normal
64904;Ring of the Boy Emperor;359;None;Finger;Binds to account;Normal
72888;Ring of the Loyal Companion;378;None;Finger;Binds when picked up;Normal
69563;Ring of the Numberless Brood;353;None;Finger;Binds when picked up;Normal
78419;Ring of the Riven;410;Paladin, Priest, Shaman, Mage, Warlock, Druid;Finger;Binds when picked up;Heroic
78012;Ring of the Riven;397;Paladin, Priest, Shaman, Mage, Warlock, Druid;Finger;Binds when picked up;Normal
78427;Ring of the Riven;384;Paladin, Priest, Shaman, Mage, Warlock, Druid;Finger;Binds when picked up;LFR
78554;Ripfang Relic;410;None;Relic;Binds when picked up;Heroic
77080;Ripfang Relic;397;None;Relic;Binds when picked up;Normal
78633;Ripfang Relic;384;None;Relic;Binds when picked up;LFR
71640;Riplimb's Lost Collar;378;None;Leather Waist;Binds when picked up;Normal
71230;Rippling Flamewrath Drape;378;None;Back;Binds when picked up;Normal
67131;Ritssyn's Ruminous Drape;359;None;Back;Binds when picked up;Normal
69614;Roaring Mask of Bethekk;353;None;Plate Head;Binds when picked up;Normal
78365;Robe of Glowing Stone;410;Priest;Cloth Chest;Binds when picked up;Heroic
77263;Robe of Glowing Stone;397;Priest;Cloth Chest;Binds when picked up;Normal
78380;Robe of Glowing Stone;384;Priest;Cloth Chest;Binds when picked up;LFR
69598;Robes of Dissention;353;None;Cloth Chest;Binds when picked up;Normal
72826;Robes of Fate;378;None;Cloth Chest;Binds when picked up;Normal
78555;Robes of Searing Shadow;410;None;Cloth Chest;Binds when picked up;Heroic
77122;Robes of Searing Shadow;397;None;Cloth Chest;Binds when picked up;Normal
78634;Robes of Searing Shadow;384;None;Cloth Chest;Binds when picked up;LFR
71041;Robes of Smoldering Devastation;378;None;Cloth Chest;Binds when picked up;Normal
65135;Robes of the Burning Acolyte;372;None;Cloth Chest;Binds when picked up;Heroic
59482;Robes of the Burning Acolyte;359;None;Cloth Chest;Binds when picked up;Normal
71274;Robes of the Cleansing Flame;378;Priest;Cloth Chest;Binds when picked up;Normal
78730;Robes of the Faceless Shroud;410;Warlock;Cloth Chest;Binds when picked up;Heroic
76340;Robes of the Faceless Shroud;397;Warlock;Cloth Chest;Binds when picked up;Normal
78825;Robes of the Faceless Shroud;384;Warlock;Cloth Chest;Binds when picked up;LFR
58197;Rock Furrow Boots;359;None;Plate Feet;Binds when picked up;Normal
78373;Rockhide Bracers;410;None;Plate Wrist;Binds when picked up;Heroic
77270;Rockhide Bracers;397;None;Plate Wrist;Binds when picked up;Normal
78377;Rockhide Bracers;384;None;Plate Wrist;Binds when picked up;LFR
78516;Rooftop Griptoes;410;None;Leather Feet;Binds when picked up;Heroic
77173;Rooftop Griptoes;397;None;Leather Feet;Binds when picked up;Normal
78594;Rooftop Griptoes;384;None;Leather Feet;Binds when picked up;LFR
72901;Rosary of Light;378;None;Trinket;Binds when picked up;Normal
78007;Rotting Skull;410;None;Trinket;Binds when picked up;Heroic
77116;Rotting Skull;397;None;Trinket;Binds when picked up;Normal
77987;Rotting Skull;384;None;Trinket;Binds when picked up;LFR
77192;Ruinblaster Shotgun;397;None;Guns;Binds when picked up;Normal
68998;Rune of Zeth;378;None;Trinket;Binds when picked up;Normal
78416;Runescriven Demon Collar;410;None;Plate Waist;Binds when picked up;Heroic
77250;Runescriven Demon Collar;397;None;Plate Waist;Binds when picked up;Normal
78424;Runescriven Demon Collar;384;None;Plate Waist;Binds when picked up;LFR
72431;Ruthless Gladiator's Armbands of Meditation;390;Shaman;Mail Wrist;Binds when picked up;Heroic
70330;Ruthless Gladiator's Armbands of Meditation;384;Shaman;Mail Wrist;Binds when picked up;Normal
72430;Ruthless Gladiator's Armbands of Prowess;390;Shaman;Mail Wrist;Binds when picked up;Heroic
